word_id     word                                                                                                 word_count
13109       bamboo                                                                                               85
13110       bambooshoot                                                                                          1
13111       bamboozle                                                                                            2
13112       bamborough                                                                                           2
13113       bambrick                                                                                             1
13114       bambrough                                                                                            3
13115       bambu                                                                                                10
13116       bambudda                                                                                             1
13117       bambur                                                                                               1
13118       bamburgh                                                                                             2
13119       bambury                                                                                              2
13120       bambuu                                                                                               1
13121       bamby                                                                                                1
13122       bamco                                                                                                4
13123       bamdad                                                                                               1
13124       bamer                                                                                                1
13125       bamfield                                                                                             19
13126       bamford                                                                                              10
13127       bamicke                                                                                              1
13128       bamidele                                                                                             1
13129       bamiyan                                                                                              1
13130       bamm                                                                                                 4
13131       bamworks                                                                                             3
13132       bamyan                                                                                               1
13133       bamz                                                                                                 1
13134       ban                                                                                                  16
13135       bana                                                                                                 1
13136       banaadiri                                                                                            1
13137       banabar                                                                                              1
13138       banach                                                                                               1
13139       banack                                                                                               4
13140       banadyga                                                                                             1
13141       banah                                                                                                3
13142       banahaw                                                                                              1
13143       banair                                                                                               1
13144       banak                                                                                                1
13145       banana                                                                                               67
13146       bananas                                                                                              12
13147       bananatel                                                                                            2
13148       banani                                                                                               7
13149       bananish                                                                                             1
13150       banas                                                                                                2
13151       banasik                                                                                              1
13152       banasinski                                                                                           6
13153       banat                                                                                                2
13154       banate                                                                                               1
13155       banaue                                                                                               1
13156       banawe                                                                                               1
13157       banba                                                                                                1
13158       banbayrel                                                                                            1
13159       banbini                                                                                              1
13160       banbox                                                                                               1
13161       banbridge                                                                                            2
13162       banbury                                                                                              10
13163       banc                                                                                                 3
13164       bancarz                                                                                              2
13165       banco                                                                                                3
13166       bancorp                                                                                              21
13167       bancroft                                                                                             41
13168       bancwest                                                                                             1
13169       band                                                                                                 841
13170       banda                                                                                                7
13171       bandag                                                                                               9
13172       bandage                                                                                              2
13173       bandali                                                                                              3
13174       bandana                                                                                              2
13175       bandanas                                                                                             1
13176       bandanna                                                                                             1
13177       bandara                                                                                              2
13178       bandbox                                                                                              1
13179       banded                                                                                               6
13180       bandel                                                                                               1
13181       bander                                                                                               1
13182       bandera                                                                                              1
13183       banderas                                                                                             2
13184       bandesha                                                                                             1
13185       bandet                                                                                               1
13186       bandidas                                                                                             1
13187       bandido                                                                                              1
13188       bandiera                                                                                             1
13189       banding                                                                                              1
13190       bandit                                                                                               22
13191       bandits                                                                                              6
13192       bando                                                                                                6
13193       bandong                                                                                              1
13194       bands                                                                                                5
13195       bandsaw                                                                                              3
13196       bandsaws                                                                                             1
13197       bandsmer                                                                                             1
13198       bandstand                                                                                            3
13199       bandstra                                                                                             26
13200       banducci                                                                                             1
13201       bandura                                                                                              3
13202       bandwagon                                                                                            1
13203       bandwheel                                                                                            3
13204       bandwidth                                                                                            2
13205       bandy                                                                                                1
13206       bandyayera                                                                                           1
13207       bandz                                                                                                1
13208       bane                                                                                                 3
13209       banek                                                                                                1
13210       banerjee                                                                                             3
13211       banfai                                                                                               1
13212       banff                                                                                                212
13213       banfi                                                                                                1
13214       banfield                                                                                             14
13215       banfill                                                                                              3
13216       banford                                                                                              1
13217       banfp                                                                                                1
13218       bang                                                                                                 46
13219       banga                                                                                                3
13220       bangarang                                                                                            3
13221       bangarth                                                                                             1
13222       banged                                                                                               2
13223       bangers                                                                                              1
13224       bangin                                                                                               2
13225       bangkok                                                                                              15
13226       bangkoknoi                                                                                           1
13227       bangla                                                                                               5
13228       bangladesh                                                                                           7
13229       bangladsesh                                                                                          1
13230       banglatown                                                                                           1
13231       bangled                                                                                              1
13232       bangles                                                                                              3
13233       bangma                                                                                               4
13234       bangon                                                                                               1
13235       bangor                                                                                               5
13236       bangs                                                                                                4
13237       bangtown                                                                                             1
13238       bangwidth                                                                                            2
13239       bangwyn                                                                                              2
13240       bangz                                                                                                5
13241       banh                                                                                                 13
13242       banham                                                                                               4
13243       banhmi                                                                                               2
13244       bani                                                                                                 1
13245       baniak                                                                                               1
13246       banicevic                                                                                            2
13247       banijamali                                                                                           2
13248       banik                                                                                                1
13249       banipal                                                                                              1
13250       banira                                                                                               1
13251       banish                                                                                               1
13252       banished                                                                                             1
13253       banister                                                                                             12
13254       banisters                                                                                            2
13255       banitaba                                                                                             1
13256       banj                                                                                                 1
13257       banjeom                                                                                              1
13258       banjo                                                                                                3
13259       bank                                                                                                 3006
13260       banka                                                                                                2
13261       bankambie                                                                                            1
13262       bankan                                                                                               1
13263       bankay                                                                                               1
13264       bankcard                                                                                             2
13265       bankcorp                                                                                             1
13266       bankd                                                                                                1
13267       bankend                                                                                              2
13268       banker                                                                                               173
13269       bankers                                                                                              44
13270       bankert                                                                                              1
13271       bankes                                                                                               1
13272       bankey                                                                                               1
13273       bankfighter                                                                                          1
13274       bankfighters                                                                                         1
13275       bankhead                                                                                             3
13276       bankim                                                                                               1
13277       banking                                                                                              52
13278       bankley                                                                                              1
13279       bankman                                                                                              1
13280       banknote                                                                                             6
13281       bankok                                                                                               1
13282       bankosky                                                                                             1
13283       bankowski                                                                                            2
13284       bankruptc                                                                                            2
13285       bankruptcy                                                                                           69
13286       banks                                                                                                75
13287       bankshots                                                                                            2
13288       bankside                                                                                             4
13289       bankstreet                                                                                           1
13290       bankview                                                                                             9
13291       bankwest                                                                                             2
13292       banky                                                                                                1
13293       banlawrie                                                                                            1
13294       banlieue                                                                                             1
13295       banman                                                                                               7
13296       bann                                                                                                 1
13297       banna                                                                                                2
13298       bannabelt                                                                                            1
13299       bannantyne                                                                                           1
13300       bannatyne                                                                                            10
13301       banner                                                                                               61
13302       bannerfarms                                                                                          1
13303       bannerman                                                                                            17
13304       banners                                                                                              14
13305       bannert                                                                                              3
13306       bannerworks                                                                                          1
13307       bannerz                                                                                              2
13308       bannigan                                                                                             1
13309       banning                                                                                              2
13310       banningan                                                                                            1
13311       bannister                                                                                            13
13312       bannisters                                                                                           2
13313       banno                                                                                                4
13314       bannock                                                                                              10
13315       bannockburn                                                                                          2
13316       bannockland                                                                                          1
13317       bannon                                                                                               6
13318       bano                                                                                                 1
13319       banomi                                                                                               2
13320       banook                                                                                               2
13321       banque                                                                                               83
13322       banquet                                                                                              129
13323       banquets                                                                                             7
13324       banrick                                                                                              1
13325       banro                                                                                                1
13326       banrristers                                                                                          2
13327       banruptcy                                                                                            1
13328       bans                                                                                                 1
13329       bansal                                                                                               17
13330       banshee                                                                                              11
13331       banta                                                                                                1
13332       bantam                                                                                               6
13333       banter                                                                                               3
13334       banting                                                                                              11
13335       bantle                                                                                               6
13336       bantleman                                                                                            1
13337       bantock                                                                                              3
13338       bantrel                                                                                              7
13339       bantry                                                                                               4
13340       bantseev                                                                                             1
13341       bantu                                                                                                2
13342       bantview                                                                                             1
13343       banu                                                                                                 1
13344       banville                                                                                             5
13345       banwait                                                                                              5
13346       banwell                                                                                              18
13347       banx                                                                                                 2
13348       banxx                                                                                                1
13349       banya                                                                                                1
13350       banyan                                                                                               17
13351       banyen                                                                                               2
13352       banyon                                                                                               1
13353       banzai                                                                                               8
13354       banzet                                                                                               2
13355       bao                                                                                                  33
13356       baobab                                                                                               4
13357       baobob                                                                                               1
13358       baofa                                                                                                1
13359       baogette                                                                                             1
13360       baoguette                                                                                            2
13361       baoloc                                                                                               1
13362       baoquin                                                                                              1
13363       baos                                                                                                 1
13364       baoshin                                                                                              1
13365       baoundary                                                                                            1
13366       bap                                                                                                  8
13367       bapaume                                                                                              1
13368       bapist                                                                                               1
13369       bapstist                                                                                             1
13370       bapt                                                                                                 29
13371       baptie                                                                                               2
13372       baptis                                                                                               1
13373       baptist                                                                                              1387
13374       baptista                                                                                             3
13375       baptiste                                                                                             30
13376       baptists                                                                                             2
13377       baptst                                                                                               1
13378       baptste                                                                                              1
13379       bapty                                                                                                1
13380       baqi                                                                                                 2
13381       baquette                                                                                             1
13382       bar                                                                                                  4701
13383       bara                                                                                                 1
13384       barabash                                                                                             2
13385       barabco                                                                                              2
13386       barabtarlo                                                                                           2
13387       barachah                                                                                             1
13388       barachois                                                                                            8
13389       baraco                                                                                               2
13390       baracoa                                                                                              2
13391       baracuda                                                                                             2
13392       barada                                                                                               1
13393       baradine                                                                                             1
13394       baradziej                                                                                            1
13395       baragar                                                                                              6
13396       barager                                                                                              2
13397       barahi                                                                                               1
13398       barak                                                                                                4
13399       baraka                                                                                               12
13400       barakah                                                                                              1
13401       barakat                                                                                              3
13402       baraket                                                                                              2
13403       barakso                                                                                              1
13404       barakzai                                                                                             1
13405       baral                                                                                                2
13406       barala                                                                                               1
13407       baram                                                                                                2
13408       baramax                                                                                              2
13409       baramjit                                                                                             1
13410       baramy                                                                                               3
13411       baran                                                                                                5
13412       baranek                                                                                              1
13413       baraniak                                                                                             1
13414       baranieski                                                                                           1
13415       baraniuk                                                                                             3
13416       barankin                                                                                             1
13417       baranow                                                                                              1
13418       baranowski                                                                                           1
13419       barapp                                                                                               1
13420       baraq                                                                                                1
13421       barash                                                                                               1
13422       barat                                                                                                4
13423       barata                                                                                               4
13424       baratta                                                                                              2
13425       baratz                                                                                               2
13426       baravyan                                                                                             1
13427       baraz                                                                                                1
13428       barazan                                                                                              1
13429       barazzutti                                                                                           2
13430       barb                                                                                                 48
13431       barba                                                                                                1
13432       barbacoa                                                                                             2
13433       barbados                                                                                             1
13434       barban                                                                                               1
13435       barband                                                                                              2
13436       barbar                                                                                               2
13437       barbara                                                                                              202
13438       barbarella                                                                                           3
13439       barbarian                                                                                            1
13440       barbarians                                                                                           1
13441       barbaric                                                                                             2
13442       barbaro                                                                                              2
13443       barbarossa                                                                                           1
13444       barbary                                                                                              1
13445       barbcon                                                                                              1
13446       barbe                                                                                                12
13447       barbeau                                                                                              2
13448       barbecue                                                                                             41
13449       barbecuing                                                                                           1
13450       barbecupid                                                                                           1
13451       barbed                                                                                               2
13452       barbee                                                                                               1
13453       barbeejay                                                                                            1
13454       barbeia                                                                                              1
13455       barbell                                                                                              7
13456       barben                                                                                               4
13457       barbeque                                                                                             54
13458       barbeques                                                                                            1
13459       barber                                                                                               1274
13460       barberette                                                                                           2
13461       barbering                                                                                            43
13462       barbero                                                                                              1
13463       barberry                                                                                             1
13464       barbers                                                                                              134
13465       barbershop                                                                                           223
13466       barbershops                                                                                          2
13467       barbershp                                                                                            1
13468       barbertown                                                                                           1
13469       barberville                                                                                          1
13470       barbery                                                                                              1
13471       barbetta                                                                                             2
13472       barbican                                                                                             6
13473       barbie                                                                                               5
13474       barbier                                                                                              16
13475       barbieri                                                                                             2
13476       barbies                                                                                              1
13477       barbisan                                                                                             1
13478       barbosa                                                                                              2
13479       barbour                                                                                              17
13480       barbq                                                                                                1
13481       barbque                                                                                              3
13482       barbra                                                                                               3
13483       barbs                                                                                                3
13484       barbu                                                                                                2
13485       barbuda                                                                                              1
13486       barbur                                                                                               1
13487       barburrito                                                                                           88
13488       barbwire                                                                                             1
13489       barca                                                                                                6
13490       barcan                                                                                               1
13491       barcellona                                                                                           1
13492       barcelona                                                                                            8
13493       barcelos                                                                                             9
13494       barch                                                                                                2
13495       barchard                                                                                             2
13496       barchef                                                                                              1
